CallID,CallCode,OrigSubScriber,RecieveSubScriber,CDRDate,CDRTime,CallDropCount
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0007
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0007
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI1,0099,0016506070900,0014082970800,11/8/2014,09:10:01,0009
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0004
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0005
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0006
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0007
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0008
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0009
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0001
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0002
USCARSORCL8,0000,0014087504622,0014087504699,11/5/2014,08:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
UKLOXXORCL6,0050,0014087504622,0014087504699,11/6/2014,20:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0001
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
FRAPAREDF01,005A,0014087504622,0014087504699,11/6/2014,22:00:01,0003
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
ITROMETELI5,009C,0014087504622,0014087504699,11/7/2014,03:00:01,0001
